"accountid","word"
2120,"contraception/method"
2122,"pregnant"
2122,"period"
2122,"STD"
2122,"sign/symptom"
2122,"pain"
2122,"short"
2122,"call"
2122,"private"
2122,"hospital"
2122,"kisumu"
2122,"pimple"
2122,"penis"
2125,"age"
2125,"menopause"
2125,"start"
2125,"wife/husband/partner"
2125,"deliver"
2125,"ago"
2125,"complain"
2125,"pain"
2125,"time"
2125,"call"
2125,"feel"
2125,"pain"
2125,"recently"
2125,"feel"
2125,"growth"
2125,"hospital"
2125,"hospital"
2125,"handle"
2125,"fibroid"
2125,"due"
2125,"call"
2125,"jakadala"
2125,"disease"
2125,"people"
2125,"claim"
2125,"sign/symptom"
2125,"sign/symptom"
2125,"prevent"
2125,"effect/side effect"
2125,"female"
2125,"genital"
2125,"cut"
2125,"future"
2125,"life"
2125,"teach"
2125,"plan"
2125,"child"
2125,"boy"
2125,"lady/girl"
2125,"decide"
2125,"baby"
2125,"lady/girl"
2125,"boy"
2125,"count"
2125,"produce"
2125,"depend"
2125,"child"
2125,"reproduction"
2125,"satisfy"
2125,"benefit"
2125,"sex"
2125,"youth"
2125,"engage"
2125,"sex"
2125,"sti's"
2125,"sexual"
2125,"infect"
2125,"disease"
2125,"question/answer"
2125,"late"
2125,"promise"
2125,"forget"
2125,"question/answer"
2125,"question/answer"
2125,"send"
2125,"text"
2125,"yesterday"
2125,"wait"
2125,"feedback"
2125,"teach"
2125,"plan"
2125,"child"
2125,"boy"
2125,"lady/girl"
2125,"decide"
2125,"baby"
2125,"lady/girl"
2125,"boy"
2125,"count"
2125,"produce"
2125,"depend"
2125,"child"
2125,"effect/side effect"
2125,"form"
2125,"family planning"
2125,"contraception/method"
2125,"form"
2125,"family planning"
2125,"family planning"
2125,"family planning"
2125,"affect"
2125,"period"
2125,"period"
2125,"pregnant"
2125,"immediately"
2125,"stop"
2125,"form"
2125,"family planning"
2125,"implant"
2125,"contraception/method"
2125,"contraception/method"
2125,"implant"
2125,"friend"
2125,"feel"
2125,"pain"
2125,"urinate"
2125,"urine"
2125,"change"
2125,"thick"
2125,"wife/husband/partner"
2125,"happen"
2125,"guy"
2125,"sex"
2125,"marriage"
2125,"effect/side effect"
2125,"implant"
2125,"remove"
2125,"expire"
2125,"remove"
2125,"person"
2125,"forget"
2125,"term"
2125,"explain"
2125,"ejaculate"
2125,"engage"
2125,"sex"
2125,"heat"
2125,"sex"
2125,"care"
2125,"wife/husband/partner"
2125,"healthy"
2125,"sex"
2125,"attend"
2125,"risk"
2125,"birth"
2125,"child"
2125,"age"
2125,"health"
2125,"relate"
2125,"explain"
2125,"birth"
2125,"child"
2125,"die"
2125,"vasectomy"
2125,"wife/husband/partner"
2125,"family planning"
2125,"contraception/method"
2125,"condom"
2125,"advice"
2125,"cervical"
2125,"prostate"
2125,"cancer"
2126,"count"
2126,"people"
2126,"promise"
2129,"effect/side effect"
2129,"prostate"
2129,"cancer"
2130,"ejaculate"
2130,"sperm"
2130,"private"
2130,"result"
2130,"question/answer"
2130,"question/answer"
2130,"yesterday"
2130,"question/answer"
2130,"question/answer"
2130,"yesterday"
2130,"wrong"
2130,"person"
2130,"ejaculate"
2130,"fast"
2130,"leave"
2130,"wife/husband/partner"
2130,"libido"
2130,"male"
2130,"person"
2130,"hiv/aids"
2130,"lover"
2130,"contraception/method"
2130,"depo"
2130,"undergo"
2130,"period"
2130,"morning"
2130,"wrong"
2130,"person"
2130,"morning"
2131,"abortion"
2131,"contraception/method"
2132,"infect"
2134,"quiz"
2134,"marriage"
2134,"sex"
2136,"family planning"
2136,"contraception/method"
2136,"normal"
2136,"period"
2136,"period"
2136,"implant"
2136,"contraception/method"
2138,"family planning"
2138,"contraception/method"
2138,"wrong"
2138,"family planning"
2138,"contraception/method"
2138,"wrong"
2139,"sign/symptom"
2139,"chancroid"
2139,"sign/symptom"
2143,"sign/symptom"
2143,"sign/symptom"
2143,"syphilis"
2146,"prevent"
2146,"HIV/AIDS"
2146,"hiv/aids"
2146,"birth"
2146,"question/answer"
2146,"wake"
2146,"morning"
2146,"bed"
2146,"testis"
2146,"pain"
2146,"enlarge"
2146,"size"
2147,"pep"
2147,"prep"
2148,"start"
2148,"family planning"
2150,"true"
2150,"benefit"
2150,"sex"
2151,"effect/side effect"
2151,"contraception/method"
2155,"pregnant"
2155,"period"
2155,"question/answer"
2155,"injection"
2155,"affect"
2155,"fertility/infertility"
2155,"pregnant"
2155,"confirm"
2155,"test"
2155,"kit"
2155,"rid"
2155,"abortion"
2155,"(un)safe/days"
2155,"life"
2162,"cold"
2162,"sore"
2162,"herpes"
2165,"effect/side effect"
2165,"pill"
2165,"understand"
2165,"effect/side effect"
2165,"effect/side effect"
2166,"effect/side effect"
2166,"effect/side effect"
2166,"effect/side effect"
2166,"maximum"
2166,"time"
2166,"count"
2166,"(un)safe/days"
2168,"teenager"
2168,"pregnant"
2169,"hear"
2169,"cancer"
2169,"suck"
2169,"ejaculate"
2169,"due"
2169,"oil"
2169,"true"
2169,"hear"
2169,"depend"
2169,"school"
2169,"true"
2169,"sex"
2169,"age"
2169,"fail"
2169,"abstain"
2169,"sex"
2176,"miss"
2176,"period"
2176,"depo"
2176,"cervical"
2176,"cancer"
2176,"danger"
2176,"depo"
2178,"period"
2178,"delay"
2178,"normal"
2178,"dark"
2178,"thick"
2178,"normal"
2178,"common"
2178,"sign/symptom"
2178,"yeast"
2178,"infection"
2178,"period"
2178,"femiplan"
2178,"family planning"
2178,"unprotected sex"
2178,"period"
2178,"pregnant"
2178,"blood/bleed"
2178,"unprotected sex"
2178,"pregnacy"
2178,"pill"
2178,"realy"
2178,"pregnant"
2178,"femiplan"
2178,"pill"
2178,"pregnant"
2178,"femiplan"
2178,"pill"
2178,"stop"
2180,"experience"
2180,"pain"
2180,"sex"
2180,"vagina"
2180,"feel"
2180,"cut"
2180,"check"
2180,"cut"
2181,"fertility/infertility"
2181,"injection"
2181,"effective"
2181,"birth control"
2181,"pill"
2181,"effective"
2181,"birth control"
2181,"short"
2181,"period"
2181,"birth control"
2181,"term"
2181,"contraception/method"
2181,"effect/side effect"
2181,"implant"
2181,"birth control"
2181,"lead"
2181,"contraception/method"
2181,"learn"
2181,"hormonal"
2181,"contraception/method"
2184,"condom"
2184,"sleep"
2184,"person"
2184,"suffer"
2184,"sexual"
2184,"infect"
2184,"disease"
2185,"true"
2185,"contraception/method"
2185,"fertility/infertility"
2187,"true"
2187,"HIV/AIDS"
2192,"family planning"
2192,"contraception/method"
2193,"client"
2193,"complain"
2193,"sms"
2193,"call"
2194,"(un)safe/days"
2194,"sex"
2197,"effect/side effect"
2197,"condom"
2197,"frequently"
2200,"wait"
2200,"voucher"
2200,"promise"
2200,"wait"
2200,"wait"
2200,"voucher"
2200,"promise"
2200,"time"
2200,"wait"
2201,"explain"
2201,"(un)safe/days"
2201,"fast"
2201,"question/answer"
2201,"(un)safe/days"
2201,"period"
2201,"cum"
2201,"inside"
2201,"pussy"
2201,"pregnant"
2204,"safe"
2204,"bear"
2204,"baby"
2204,"boy"
2204,"glad"
2204,"status"
2204,"marriage"
2204,"dnt"
2204,"feel"
2204,"erect"
2204,"wife/husband/partner"
2205,"common"
2205,"STD"
2205,"affect"
2206,"sexual health"
2207,"fibroid"
2207,"cancer"
2207,"safe"
2207,"contraception/method"
2207,"contraception/method"
2209,"count"
2209,"(un)safe/days"
2211,"condom"
2211,"effective"
2211,"condom"
2211,"prevent"
2211,"HIV/AIDS"
2211,"infection"
2213,"effect/side effect"
2213,"condom"
2215,"miscarriage"
2217,"effect/side effect"
2217,"benefit"
2217,"sex"
2219,"sexual health"
2220,"contraception/method"
2221,"irregular"
2221,"period"
2221,"regular"
2224,"age"
2224,"start"
2224,"family"
2224,"plan"
2224,"contraception/method"
2226,"age"
2230,"STD"
2230,"miss"
2230,"period"
2230,"pregnant"
2230,"wrong"
2230,"short"
2230,"term"
2231,"normal"
2231,"miss"
2231,"period"
2231,"lady/girl"
2231,"lady/girl"
2231,"awoman"
2231,"protection"
2231,"rape"
2231,"effect/side effect"
2231,"lady/girl"
2231,"sexual"
2231,"sex"
2231,"effect/side effect"
2231,"advice"
2231,"sex"
2231,"period"
2231,"period"
2231,"period"
2231,"pregnant"
2231,"sexual"
2231,"sex"
2231,"effect/side effect"
2231,"mouth"
2231,"sex"
2231,"sex"
2231,"prep"
2231,"advantage"
2231,"lady/girl"
2231,"pregnant"
2231,"time"
2231,"rape"
2231,"sex"
2231,"pregnant"
2231,"period"
2231,"maintain"
2231,"pregnant"
2231,"healthy"
2231,"birth"
2231,"advice"
2231,"sex"
2231,"pregnant"
2231,"period"
2231,"healthy"
2231,"baby"
2231,"advice"
2231,"sex"
2231,"pregnant"
2231,"period"
2231,"healthy"
2231,"baby"
2231,"lady/girl"
2231,"pregnant"
2231,"time"
2231,"rape"
2231,"sex"
2231,"pregnant"
2231,"period"
2231,"maintain"
2231,"pregnant"
2231,"healthy"
2231,"birth"
2231,"prep"
2231,"advantage"
2231,"advice"
2231,"protection"
2231,"sex"
2231,"condom"
2231,"fluid"
2231,"fluid"
2231,"effective"
2231,"human"
2231,"health"
2231,"family planning"
2231,"contraception/method"
2231,"child"
2231,"plan"
2231,"suppose"
2231,"condom"
2231,"anal"
2231,"oral"
2231,"sex"
2232,"question/answer"
2232,"question/answer"
2232,"true"
2232,"contraception/method"
2232,"fertility/infertility"
2233,"sexual"
2233,"infect"
2233,"infection"
2234,"miss"
2234,"period"
2234,"pregnant"
2234,"affect"
2234,"hormonal"
2234,"imbalance"
2234,"ectopic"
2234,"pregnant"
2235,"contraception/method"
2235,"family planning"
2235,"female"
2239,"sign/symptom"
2239,"sign/symptom"
2239,"sex"
2239,"positive"
2239,"safe"
2239,"wife/husband/partner"
2239,"tend"
2239,"negative"
2242,"vasectomy"
2243,"sex"
2244,"send"
2246,"safe"
2246,"pregnant"
2246,"engage"
2246,"sex"
2246,"fertility/infertility"
2246,"fertility/infertility"
2246,"prevent"
2246,"fertility/infertility"
2247,"factor"
2247,"lead"
2250,"family planning"
2250,"contraception/method"
2251,"sexual"
2251,"healthy"
2253,"time"
2253,"prep"
2253,"sex"
2253,"sex"
2253,"tire"
2253,"people"
2253,"text"
2254,"sema"
2254,"family planning"
2255,"suffer"
2255,"hiv/aids"
2255,"advice"
2256,"contraception/method"
2256,"family planning"
2258,"contraception/method"
2258,"miss"
2258,"period"
2258,"contraception/method"
2258,"sex"
2258,"sex"
2258,"suppose"
2258,"pill"
2258,"wise"
2258,"safe"
2258,"type"
2258,"contraception/method"
2258,"contraception/method"
2258,"injection"
2258,"sex"
2258,"period"
2258,"condom"
2258,"safe"
2258,"infection"
2258,"vaginal"
2258,"pregnant"
2258,"fertility/infertility"
2258,"sign/symptom"
2258,"pregnant"
2258,"wash"
2258,"private"
2258,"soap"
2258,"sex"
2258,"wash"
2258,"normal"
2258,"sex"
2258,"feel"
2258,"reproductive health"
2258,"type"
2258,"reproductive health"
2258,"quiz"
2259,"time"
2259,"fluid"
2259,"private"
2259,"reason"
2259,"fluid"
2259,"bad"
2259,"odour"
2259,"uti"
2259,"urinary"
2259,"infect"
2261,"pain"
2261,"sex"
2262,"effect/side effect"
2263,"cervical"
2263,"cancer"
2263,"feel"
2263,"sex"
2263,"contraception/method"
2263,"prevent"
2263,"pregnant"
2264,"condom"
2264,"contraception/method"
2265,"contraception/method"
2265,"IUD"
2265,"copper"
2265,"specifically"
2265,"infection"
2265,"procedure"
2265,"IUD"
2265,"copper"
2265,"past"
2265,"yesterday"
2265,"sex"
2265,"start"
2265,"spot"
2265,"stomach"
2265,"cramp"
2265,"normal"
2266,"disadvantage"
2266,"contraception/method"
2266,"contraception/method"
2266,"child"
2266,"child"
2266,"bear"
2266,"age"
2266,"sexual"
2266,"active"
2266,"contraception/method"
2266,"child"
2266,"child"
2266,"bear"
2266,"age"
2266,"sexual"
2266,"active"
2266,"contraception/method"
2266,"contraception/method"
2266,"lady/girl"
2266,"age"
2266,"sexual"
2266,"active"
2266,"pregnant"
2267,"contraception/method"
2267,"family planning"
2268,"safety"
2268,"sex"
2268,"wife/husband/partner"
2268,"pregnant"
2270,"prostate"
2270,"cancer"
2271,"sema"
2271,"heavy"
2271,"blood/bleed"
2271,"family"
2271,"contraception/method"
2271,"depo"
2271,"chat"
2271,"specifically"
2271,"chat"
2271,"question/answer"
2271,"benefit"
2271,"release"
2271,"sperm"
2274,"lady/girl"
2274,"form"
2274,"lady/girl"
2274,"lady/girl"
2274,"phone"
2274,"question/answer"
2274,"family planning"
2274,"lack"
2274,"phone"
2274,"student"
2274,"marriage"
2275,"sign/symptom"
2275,"breast"
2275,"cancer"
2276,"effect/side effect"
2276,"condom"
2276,"question/answer"
2277,"sexual"
2277,"infect"
2277,"infection"
2277,"itch"
2277,"genital"
2278,"lady/girl"
2278,"pregnant"
2278,"sex"
2278,"stop"
2278,"birth"
2278,"itch"
2278,"testis"
2278,"hospital"
2278,"infection"
2278,"question/answer"
2278,"lady/girl"
2278,"miscarriage"
2278,"time"
2278,"position"
2278,"pregnant"
2278,"birth"
2278,"stomach"
2278,"pain"
2278,"pregnant"
2278,"manage"
2278,"stress"
2282,"everyday"
2282,"blood/bleed"
2282,"contraception/method"
2283,"delay"
2283,"period"
2285,"type"
2285,"contraception/method"
2286,"friend"
2288,"hormonal"
2288,"imbalance"
2289,"effect/side effect"
2289,"effect/side effect"
2289,"effect/side effect"
2289,"frequently"
2290,"family planning"
2290,"contraception/method"
2291,"awoman"
2291,"birth"
2291,"connect"
2291,"couple"
2291,"relationship"
2293,"bear"
2293,"contraception/method"
2293,"family planning"
2293,"suitable"
2293,"contraception/method"
2293,"effect/side effect"
2293,"late"
2293,"contraception/method"
2293,"effect/side effect"
2294,"job"
2294,"baby"
2294,"ad"
2294,"depend"
2294,"ad"
2294,"parent"
2294,"advice"
2294,"advice"
2294,"life"
2295,"hurt"
2295,"burn"
2295,"pregnant"
2296,"pill"
2296,"function"
2296,"female"
2296,"body"
2297,"STD"
2297,"itch"
2297,"genital"
2297,"hear"
2297,"jakadala"
2297,"real"
2297,"HIV/AIDS"
2297,"virus"
2297,"body"
2297,"boil"
2297,"prevent"
2297,"notice"
2299,"experience"
2299,"stomach"
2299,"abdominal"
2299,"pain"
2299,"period"
2299,"contraception/method"
2299,"family planning"
2299,"kwa"
2299,"talk"
2299,"late"
2299,"safe"
2299,"sex"
2299,"period"
2299,"(un)safe/days"
2299,"question/answer"
2299,"quiz"
2299,"fibroid"
2299,"affect"
2299,"period"
2299,"imbalance"
2299,"stress"
2299,"affect"
2299,"period"
2299,"lack"
2299,"period"
2299,"barrenness"
2299,"fibroid"
2299,"tube"
2299,"lead"
2299,"lack"
2299,"period"
2299,"experience"
2299,"wife/husband/partner"
2299,"deliver"
2299,"question/answer"
2299,"question/answer"
2299,"people"
2299,"blood/bleed"
2299,"people"
2299,"blood/bleed"
2301,"infection"
2301,"bring"
2301,"treat"
2301,"drug"
2301,"fertility/infertility"
2301,"circle"
2301,"pregnant"
2301,"period"
2301,"pregnant"
2301,"miss"
2301,"period"
2301,"pregnant"
2302,"agent"
2302,"code"
2302,"code"
2302,"start"
2302,"monday"
2304,"satisfy"
2304,"bed"
2306,"locate"
2307,"benefit"
2307,"male"
2309,"sign/symptom"
2309,"prostate"
2309,"cancer"
2309,"question/answer"
2309,"question/answer"
2309,"sex"
2309,"person"
2309,"HIV/AIDS"
2309,"positive"
2309,"positive"
2309,"wife/husband/partner"
2309,"HIV/AIDS"
2309,"positive"
2309,"child"
2309,"infect"
2309,"wife/husband/partner"
2309,"infect"
2309,"chance"
2309,"wife/husband/partner"
2309,"remain"
2309,"negative"
2309,"wife/husband/partner"
2309,"positive"
2309,"HIV/AIDS"
2309,"positive"
2309,"person"
2309,"baby"
2309,"wife/husband/partner"
2309,"negative"
2309,"infect"
2310,"learn"
2310,"HIV/AIDS"
2310,"treat"
2310,"option"
2311,"dispensary"
2311,"advice"
2311,"family planning"
2311,"importance"
2311,"condom"
2311,"vasectomy"
2311,"importance"
2311,"family planning"
2311,"swell"
2311,"kenya"
2311,"dispensary"
2311,"advice"
2311,"family planning"
2311,"importance"
2311,"condom"
2311,"vasectomy"
2311,"importance"
2311,"family planning"
2311,"swell"
2311,"kenya"
2313,"suffer"
2313,"breast"
2313,"cancer"
2314,"treat"
2315,"condom"
2315,"effect/side effect"
2318,"lady/girl"
2318,"effect/side effect"
2318,"masturbation"
2319,"increase"
2319,"size"
2319,"penis"
2319,"condom"
2319,"prevent"
2319,"HIV/AIDS"
2319,"hiv/aids"
2320,"contraception/method"
2320,"prevent"
2320,"pregnant"
2320,"facility"
2320,"lady/girl"
2320,"satisfy"
2320,"sex"
2320,"sign/symptom"
2320,"pregnant"
2320,"ejaculate"
2320,"form"
2320,"orgasm"
2320,"stage"
2320,"vagina"
2320,"feel"
2320,"sex"
2320,"experience"
2320,"condom"
2320,"prevent"
2320,"pregnant"
2320,"position"
2320,"prevent"
2320,"pregnant"
2320,"sex"
2320,"experience"
2320,"orgasm"
2320,"body"
2320,"sex"
2320,"ejaculate"
2320,"thrice"
2320,"sex"
2320,"depend"
2320,"heat"
2320,"experience"
2320,"occur"
2320,"receive"
2320,"feedback"
2320,"question/answer"
2320,"sign/symptom"
2320,"period"
2320,"approach"
2320,"orgasm"
2320,"start"
2320,"sex"
2320,"effect/side effect"
2320,"ejaculate"
2320,"condom"
2320,"bad"
2320,"ejaculate"
2320,"condom"
2320,"ejaculate"
2320,"ejaculate"
2320,"female condoms"
2320,"lady/girl"
2320,"virgin"
2320,"sex"
2320,"women's"
2320,"organ"
2320,"sexual"
2320,"pleasure"
2321,"convince"
2321,"question/answer"
2321,"client"
2321,"pregnant"
2321,"natural"
2321,"contraception/method"
2321,"family planning"
2324,"fertility/infertility"
2329,"effect/side effect"
2329,"period"
2330,"sex"
2330,"condom"
2330,"safe"
2330,"protection"
2330,"sex"
2330,"question/answer"
2330,"safe"
2330,"fuck"
2330,"lady/girl"
2330,"question/answer"
2330,"feel"
2330,"sex"
2330,"overcome"
2331,"effect/side effect"
2331,"contraception/method"
2335,"age"
2335,"vasectomy"
2336,"depo"
2337,"god"
2337,"bless"
2338,"age"
2338,"break"
2338,"virginity"
2338,"question/answer"
2338,"question/answer"
2338,"age"
2338,"lady/girl"
2338,"break"
2338,"virginity"
2338,"question/answer"
2338,"abortion"
2338,"due"
2338,"effect/side effect"
2338,"wait"
2338,"question/answer"
2338,"due"
2338,"conceive"
2338,"question/answer"
2338,"effect/side effect"
2339,"sexual"
2339,"infect"
2339,"infection"
2340,"family planning"
2340,"irritation"
2340,"short"
2340,"call"
2340,"immediately"
2340,"feel"
2340,"immediately"
2340,"STD"
2341,"health"
2341,"wise"
2341,"blood/bleed"
2341,"clot"
2341,"period"
2342,"knw"
2344,"sex"
2344,"feel"
2344,"abdominal"
2344,"pain"
2346,"injection"
2347,"syphilis"
2349,"yeast"
2349,"infection"
2349,"infect"
2349,"person"
2349,"medication"
2350,"ectopic"
2350,"pregnant"
2350,"ago"
2350,"leave"
2350,"side"
2350,"side"
2350,"ovarian"
2350,"cyst"
2350,"remove"
2350,"question/answer"
2350,"conceive"
2350,"type"
2350,"contraception/method"
2350,"wait"
2350,"question/answer"
2350,"question/answer"
2350,"conceive"
2350,"iucd"
2350,"pregnant"
2350,"request"
2350,"doctor"
2350,"cut"
2350,"tube"
2350,"hospital"
2350,"family planning"
2350,"hv"
2350,"refuse"
2350,"question/answer"
2350,"contraception/method"
2350,"hormone"
2350,"fear"
2350,"iucd"
2350,"fear"
2350,"iucd"
2350,"hormonal"
2350,"natural"
2352,"pain"
2352,"ovulation"
2353,"blood/bleed"
2353,"bring"
2353,"HIV/AIDS"
2354,"period"
2354,"heavy"
2354,"flow"
2354,"cramp"
2354,"(un)safe/days"
2354,"sex"
2354,"night"
2354,"arouse"
2354,"wife/husband/partner"
2354,"sex"
2354,"lady/girl"
2354,"produce"
2354,"bed"
2354,"sex"
2356,"question/answer"
2356,"emergency"
2356,"contraception/method"
2356,"conceive"
2356,"effect/side effect"
2356,"stop"
2356,"aproblem"
2356,"prevent"
2356,"cervical"
2356,"cancer"
2356,"prevent"
2356,"question/answer"
2356,"spot"
2356,"private"
2356,"hard"
2356,"pain"
2357,"family planning"
2357,"effect/side effect"
2357,"short"
2357,"term"
2357,"term"
2357,"family planning"
2357,"contraception/method"
2357,"family planning"
2357,"contraception/method"
2357,"advice"
2357,"people"
2357,"birth"
2357,"child"
2357,"family planning"
2357,"information"
2359,"fertility/infertility"
2360,"low"
2360,"libido"
2360,"low"
2360,"libido"
2360,"premature"
2360,"ejaculate"
2361,"disadvantage"
2361,"family planning"
2365,"pain"
2365,"period"
2365,"cramp"
2365,"cum"
2365,"sex"
2365,"normal"
2365,"cum"
2365,"wife/husband/partner"
2368,"challenge"
2368,"STD"
2369,"yeast"
2369,"infection"
2370,"condom"
2370,"effect/side effect"
2370,"male"
2370,"reproductive"
2370,"organ"
2374,"type"
2374,"contraception/method"
2374,"lady/girl"
2374,"suffer"
2374,"cervical"
2374,"cancer"
2375,"wife/husband/partner"
2375,"pregnant"
2378,"cancer"
2378,"period"
2379,"breast"
2379,"irritation"
2379,"lady/girl"
2379,"goodnight"
2380,"effect/side effect"
2380,"pill"
2380,"time"
2380,"life"
2380,"time"
2380,"conceive"
2380,"lead"
2380,"fertility/infertility"
2380,"birth"
2380,"conceive"
2380,"future"
2380,"pill"
2380,"family planning"
2380,"grateful"
2381,"jadelle"
2381,"effect/side effect"
2381,"effect/side effect"
2381,"trust"
2381,"pass"
2381,"learn"
2382,"family planning"
2382,"contraception/method"
2382,"family planning"
2382,"contraception/method"
2382,"family planning"
2382,"contraception/method"
2382,"family planning"
2382,"contraception/method"
2382,"family planning"
2382,"contraception/method"
2382,"facility"
2383,"retryimmediately"
2384,"time"
2384,"treat"
2384,"STD"
2387,"type"
2387,"contraception/method"
2387,"women's"
2387,"body"
2387,"prevent"
2387,"pregnant"
2387,"pill"
2387,"safe"
2387,"terminate"
2387,"unwanted"
2387,"pregnant"
2387,"hope"
2387,"wait"
2387,"question/answer"
2387,"question/answer"
2387,"question/answer"
2387,"thankyou"
2387,"remove"
2387,"medicine"
2387,"disappear"
2387,"true"
2387,"lady/girl"
2387,"start"
2387,"sex"
2387,"hormonal"
2387,"imbalance"
2387,"increase"
2387,"bring"
2387,"pain"
2387,"pimple"
2387,"period"
2387,"sexual"
2387,"active"
2387,"body"
2387,"pain"
2387,"pimple"
2387,"period"
2387,"question/answer"
2387,"thankyou"
2388,"disadvantage"
2388,"condom"
2388,"condom"
2389,"sex"
2389,"low"
2389,"question/answer"
2390,"lady/girl"
2390,"contraception/method"
2390,"(un)safe/days"
2390,"learn"
2391,"sign/symptom"
2391,"sign/symptom"
2391,"STD"
2392,"jakadala"
2392,"STD"
2394,"cancer"
2394,"screen"
2395,"skin"
2395,"feel"
2395,"skin"
2395,"burn"
2395,"wife/husband/partner"
2395,"decide"
2395,"sex"
2395,"ejaculate"
2395,"start"
2395,"sex"
2395,"happen"
2395,"loose"
2395,"measure"
2395,"stop"
2396,"type"
2396,"contraception/method"
2396,"contraception/method"
2396,"pregnant"
2396,"prevent"
2396,"contraception/method"
2396,"prevent"
2396,"pregnant"
2396,"pill"
2396,"contraception/method"
2396,"prevent"
2396,"pregnant"
2396,"pill"
2396,"contraception/method"
2396,"pregnant"
2396,"prevent"
2396,"question/answer"
2396,"question/answer"
2396,"condom"
2397,"conceive"
2397,"period"
2398,"contraception/method"
2398,"family planning"
2401,"pregnant"
2401,"wrong"
2401,"feel"
2401,"carry"
2401,"pregnant"
2404,"depo"
2404,"stop"
2404,"april"
2404,"concern"
2404,"fertility/infertility"
2404,"conceive"
2404,"stop"
2404,"april"
2404,"recommend"
2404,"alright"
2404,"assistance"
2405,"visit"
2407,"effect/side effect"
2407,"wart"
2407,"mother"
2408,"stage"
2408,"cervical"
2408,"cancer"
2408,"treat"
2409,"affect"
2409,"breast"
2409,"cancer"
2410,"home"
2410,"remedy"
2410,"vaginal"
2410,"irritation"
2410,"affect"
2410,"vaginal"
2410,"health"
2411,"question/answer"
2411,"question/answer"
2411,"sexual"
2411,"reproductive health"
2411,"sex"
2411,"bad"
2411,"odour"
2411,"vagina"
2411,"sex"
2411,"bad"
2411,"odour"
2411,"vagina"
2411,"sex"
2411,"bad"
2411,"odour"
2411,"vagina"
2415,"send"
2415,"voucher"
2415,"send"
2415,"voucher"
2415,"ksh"
2415,"voucher"
2416,"contract"
2416,"STD"
2418,"sexual health"
2418,"question/answer"
2418,"candidiasis"
2418,"sign/symptom"
2418,"candidiasis"
2418,"experience"
2418,"cream"
2418,"tablet"
2418,"prevent"
2418,"measure"
2418,"family planning"
2418,"contraception/method"
2418,"suitable"
2418,"lady/girl"
2418,"birth"
2419,"jadelle"
2419,"implant"
2419,"plan"
2419,"pregnant"
2419,"fertility/infertility"
2419,"remove"
2419,"implant"
2419,"wait"
2419,"jadelle"
2420,"STD"
2421,"period"
2424,"healthy"
2424,"play"
2424,"sex"
2425,"prostate"
2425,"cancer"
2426,"disadvantage"
2426,"family planning"
2427,"contraception/method"
2429,"miss"
2429,"period"
2430,"boil"
2430,"genital"
2431,"count"
2431,"(un)safe/days"
2432,"prevent"
2432,"pregnant"
2432,"virgin"
2432,"implant"
2434,"treat"
2434,"uti"
2435,"period"
2435,"reply"
2437,"STD"
2437,"skin"
2437,"rash"
2441,"normal"
2441,"miss"
2441,"period"
2441,"pregnant"
2441,"finish"
2441,"period"
2441,"sex"
2441,"wife/husband/partner"
2441,"pregnant"
2441,"happy"
2447,"period"
2447,"implanon"
2447,"period"
2449,"lady/girl"
2449,"pregnant"
2450,"lady/girl"
2450,"miss"
2450,"period"
2450,"lady/girl"
2450,"miss"
2450,"period"
2451,"delivery"
2451,"family planning"
2452,"cancer"
2452,"detect"
2452,"release"
2452,"fast"
2452,"realise"
2452,"fast"
2452,"process"
2452,"sex"
2452,"benefit"
2452,"sex"
2452,"cancer"
2453,"relationship"
2454,"sign/symptom"
2454,"prostate"
2454,"cancer"
2456,"person"
2456,"birth"
2456,"condom"
2456,"hear"
2456,"lead"
2456,"complication"
2456,"wanna"
2456,"birth"
2457,"maintain"
2457,"vaginal"
2457,"eat"
2457,"food"
2457,"implant"
2457,"experience"
2457,"abnormal"
2457,"period"
2458,"period"
2458,"change"
2458,"stop"
2458,"time"
2458,"date"
2458,"change"
2458,"short"
2458,"period"
2458,"half"
2458,"relate"
2458,"question/answer"
2458,"question/answer"
2458,"likewise"
2460,"conceive"
2460,"circle"
2460,"conceive"
2460,"count"
2460,"kenya"
2460,"conceive"
2460,"style"
2460,"sleep"
2460,"wife/husband/partner"
2460,"pregnant"
2461,"family planning"
2462,"lady/girl"
2462,"start"
2462,"count"
2462,"(un)safe/days"
2463,"drink"
2463,"pregnant"
2464,"effect/side effect"
2464,"IUD"
2464,"implant"
2464,"remove"
2464,"IUD"
2464,"late"
2464,"remove"
2464,"conceive"
2464,"start"
2464,"implant"
2464,"implant"
2464,"fertility/infertility"
2464,"worry"
2466,"kwa"
2466,"gani"
2466,"cost"
2467,"contraseptives"
2468,"side"
2468,"effect/side effect"
2468,"contraception/method"
2468,"family planning"
2470,"breast"
2470,"cancer"
2470,"pain"
2470,"breast"
2470,"sign/symptom"
2470,"cervical"
2470,"cancer"
2472,"complain"
2472,"active"
2472,"bed"
2472,"improve"
2472,"active"
2472,"bed"
2472,"sex"
2472,"bed"
2472,"happy"
2472,"bed"
2472,"question/answer"
2472,"reply"
2472,"love"
2472,"wife/husband/partner"
2472,"love"
2476,"suffer"
2476,"sti's"
2476,"question/answer"
2476,"question/answer"
2477,"contraception/method"
2478,"(un)safe/days"
2478,"pregnant"
2480,"sex"
