"accountid","convoWeek","convoYear","msgOrder","delayPrev","type","firstQuestion","qType","myth","convoID","topic","qualCode","gender","language","age","nurse"
7347,49,2018,25,3,"agent",NA,NA,NA,2,"relationships","answer","man","eng",18,0
7347,49,2018,26,0,"agent",NA,NA,NA,2,"relationships","question","man","eng",18,0
7347,49,2018,27,7,"user",FALSE,"meaning",NA,2,"masturbation","question","man","eng",18,0
7347,49,2018,28,14,"agent",NA,NA,NA,2,"masturbation","answer","man","eng",18,0
7347,49,2018,29,0,"agent",NA,NA,NA,2,"masturbation","question","man","eng",18,0
7347,49,2018,30,247,"user",TRUE,"meaning",NA,2,"contraception","question","man","eng",18,0
7347,49,2018,31,2627,"user",FALSE,"symptoms",NA,2,"ejaculation","question","man","eng",18,0
7347,49,2018,32,1,"user",FALSE,"advice",NA,2,"ejaculation","question","man","eng",18,0
7347,49,2018,33,2,"user",FALSE,"symptoms",NA,2,"ejaculation","question","man","eng",18,0
7347,49,2018,34,3,"user",FALSE,"advice",NA,2,"sexual preferences","question","man","eng",18,0
7347,49,2018,35,2,"user",FALSE,"causes",NA,2,"sexual preferences","question","man","eng",18,0
7347,50,2018,36,1075,"agent",NA,NA,NA,2,"sexual preferences","answer, question","man","eng",18,0
7347,50,2018,37,1,"agent",NA,NA,NA,2,"contraception","question","man","eng",18,0
7347,50,2018,38,1,"agent",NA,NA,NA,2,"contraception","answer, question","man","eng",18,0
7347,50,2018,39,4,"user",FALSE,"meaning",NA,2,"LARC","question","man","eng",18,0
7347,50,2018,40,2,"agent",NA,NA,NA,2,"LARC","answer","man","eng",18,0
7347,50,2018,41,0,"agent",NA,NA,NA,2,"LARC","answer","man","eng",18,0
7347,50,2018,42,1,"agent",NA,NA,NA,2,"LARC","question","man","eng",18,0
7347,51,2018,43,9881,"user",TRUE,"meaning",NA,3,"sexual preferences","question","man","eng",18,0
7347,51,2018,44,2,"user",FALSE,"causes",NA,3,"sexual preferences","question","man","eng",18,0
7347,51,2018,45,5,"user",FALSE,"advice",NA,3,"sexual preferences","question","man","eng",18,0
7347,51,2018,46,371,"agent",NA,NA,NA,3,"sexual preferences","answer, question","man","eng",18,0
7347,51,2018,47,1260,"user",TRUE,"advice",NA,4,"relationships","question","man","eng",18,0
7347,51,2018,48,19,"user",FALSE,"advice",NA,4,"relationships","question","man","eng",18,0
7347,51,2018,49,1,"user",FALSE,"advice",NA,4,"relationships","question","man","eng",18,0
7347,51,2018,50,25,"agent",NA,NA,NA,4,"relationships","answer","man","eng",18,0
7347,51,2018,51,2,"user",FALSE,"meaning",NA,4,"contraception","question","man","eng",18,0
7347,51,2018,52,5,"user",FALSE,"meaning",NA,4,"contraception","question","man","eng",18,0
7347,51,2018,53,3,"agent",NA,NA,NA,4,"contraception","answer, question","man","eng",18,0
7347,51,2018,54,5,"user",FALSE,"access",NA,4,"contraception","question","man","eng",18,0
7347,51,2018,55,91,"agent",NA,NA,NA,4,"contraception","answer","man","eng",18,0
7347,51,2018,56,467,"user",FALSE,"other",NA,4,"contraception","question","man","eng",18,0
7347,51,2018,57,819,"agent",NA,NA,NA,4,"contraception","answer","man","eng",18,0
7347,51,2018,58,1440,"user",FALSE,"advice",NA,5,"sex during pregnancy","question","man","eng",18,0
7347,51,2018,59,3,"agent",NA,NA,NA,5,"sex during pregnancy","answer","man","eng",18,0
7347,51,2018,60,0,"agent",NA,NA,NA,5,"sex during pregnancy","question","man","eng",18,0
7347,51,2018,61,2,"user",FALSE,NA,NA,5,"sex during pregnancy","response","man","eng",18,0
7347,51,2018,62,4,"user",FALSE,"advice",NA,5,"sex during pregnancy","question","man","eng",18,0
7347,51,2018,63,7,"agent",NA,NA,NA,5,"sex during pregnancy","answer, question","man","eng",18,0
7347,51,2018,64,1,"user",FALSE,"advice",NA,5,"sex during pregnancy","question","man","eng",18,0
7347,51,2018,65,2,"agent",NA,NA,NA,5,"sex during pregnancy","answer","man","eng",18,0
7347,51,2018,66,0,"user",FALSE,"causes",NA,5,"sex during pregnancy","question","man","eng",18,0
7347,51,2018,67,57,"agent",NA,NA,NA,5,"sex during pregnancy","answer","man","eng",18,0
7347,52,2018,68,8641,"user",TRUE,"other",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,69,1,"user",FALSE,"causes",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,70,1,"user",FALSE,"causes",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,71,2,"user",FALSE,"causes",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,72,2708,"user",FALSE,"causes",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,73,3,"user",FALSE,"causes",NA,6,"physiology","question","man","eng",18,0
7347,52,2018,74,3320,"user",FALSE,NA,NA,6,"physiology","nothing","man","eng",18,0
7347,1,2019,75,5603,"agent",NA,NA,NA,6,"physiology","answer","man","eng",18,0
7713,11,2018,1,NA,"user",NA,"causes",NA,1,"condoms","question","man","swa",18,0
7713,11,2018,2,39,"agent",NA,NA,NA,1,"condoms","answer","man","swa",18,0
7713,11,2018,3,2,"user",NA,NA,NA,1,"condoms","response","man","swa",18,0
7713,11,2018,4,1,"user",NA,"causes",NA,1,"condoms","question","man","swa",18,0
7713,11,2018,5,6,"user",NA,NA,NA,1,"condoms","response","man","swa",18,0
7713,12,2018,6,1214,"agent",NA,NA,NA,1,"condoms","answer, question","man","swa",18,0
7713,12,2018,7,6221,"user",NA,NA,NA,1,"condoms","response","man","swa",18,0
7713,12,2018,8,4,"user",NA,NA,NA,1,"condoms","nothing","man","swa",18,0
7713,12,2018,9,0,"user",NA,NA,NA,1,"condoms","response","man","swa",18,0
7713,12,2018,10,249,"agent",NA,NA,NA,1,"condoms","question","man","swa",18,0
7713,12,2018,11,599,"user",NA,"advice",NA,1,"contraception","question","man","swa",18,0
7713,12,2018,12,2,"user",NA,"advice",NA,1,"contraception","question","man","swa",18,0
7713,12,2018,13,637,"user",NA,NA,NA,1,"contraception","nothing","man","swa",18,0
7713,12,2018,14,0,"user",NA,"other",NA,1,"service","question","man","swa",18,0
7713,12,2018,15,1,"user",NA,"causes",NA,1,"condoms","question","man","swa",18,0
7713,13,2018,16,2259,"agent",NA,NA,NA,1,"contraception","answer","man","swa",18,0
7713,13,2018,17,0,"agent",NA,NA,NA,1,"condoms","answer","man","swa",18,0
7713,13,2018,18,1,"agent",NA,NA,NA,1,"condoms","question","man","swa",18,0
7821,4,2019,1,NA,"user",TRUE,"advice",NA,1,"hygiene","question","woman","eng",21,0
7821,4,2019,2,2,"user",FALSE,"advice",NA,1,"hygiene","question","woman","eng",21,0
7821,4,2019,3,3,"user",FALSE,"advice",NA,1,"hygiene","question","woman","eng",21,0
7821,4,2019,4,808,"user",FALSE,NA,NA,1,"hygiene","nothing","woman","eng",21,0
7821,4,2019,5,36,"agent",NA,NA,NA,1,"hygiene","answer, question","woman","eng",21,0
7821,4,2019,6,6,"user",FALSE,NA,NA,1,"hygiene","thanks","woman","eng",21,0
7821,4,2019,7,15,"agent",NA,NA,NA,1,"contraception","question","woman","eng",21,0
7821,4,2019,8,56,"user",FALSE,NA,NA,1,"contraception","response","woman","eng",21,0
7821,4,2019,9,5,"user",FALSE,NA,NA,1,"contraception","response","woman","eng",21,0
7821,4,2019,10,2,"agent",NA,NA,NA,1,"pregnancy","answer","woman","eng",21,0
7821,4,2019,11,1,"user",FALSE,NA,NA,1,"pregnancy","response","woman","eng",21,0
7821,4,2019,12,6,"agent",NA,NA,NA,1,"pregnancy","answer","woman","eng",21,0
7821,4,2019,13,1,"user",FALSE,NA,NA,1,"pregnancy","response","woman","eng",21,0
7821,4,2019,14,30,"agent",NA,NA,NA,1,"pregnancy","question","woman","eng",21,0
7821,4,2019,15,38,"user",FALSE,NA,NA,1,"pregnancy","response","woman","eng",21,0
7821,4,2019,16,4,"agent",NA,NA,NA,1,"contraception","answer","woman","eng",21,0
7821,5,2019,17,5767,"user",TRUE,"causes",NA,2,"side effects","question","woman","eng",21,0
8032,38,2018,1,NA,"user",TRUE,"causes",NA,1,"implants","question","woman","eng",18,0
8032,38,2018,2,2,"user",FALSE,"advice",NA,1,"implants","question","woman","eng",18,0
8032,38,2018,3,2,"agent",NA,NA,NA,1,"implants","answer","woman","eng",18,0
8032,38,2018,4,0,"agent",NA,NA,NA,1,"implants","question","woman","eng",18,0
8032,38,2018,5,6,"user",FALSE,"advice",NA,1,"contraception","question","woman","eng",18,0
8032,38,2018,6,4,"agent",NA,NA,NA,1,"contraception","answer","woman","eng",18,0
8032,38,2018,7,21,"user",TRUE,"advice",NA,1,"oral contraceptives","question","woman","eng",18,0
8032,38,2018,8,7,"agent",NA,NA,NA,1,"oral contraceptives","answer","woman","eng",18,0
8032,38,2018,9,1249,"user",TRUE,"causes",NA,2,"unsafe days","question","woman","eng",18,0
8032,38,2018,10,1,"agent",NA,NA,NA,2,"unsafe days","question","woman","eng",18,0
8032,38,2018,11,2,"user",FALSE,"causes",NA,2,"unsafe days","question","woman","eng",18,0
8032,38,2018,12,16,"agent",NA,NA,NA,2,"unsafe days","answer","woman","eng",18,0
8032,38,2018,13,1,"agent",NA,NA,NA,2,"unsafe days","question","woman","eng",18,0
8032,38,2018,14,44,"user",FALSE,"causes",NA,2,"oral contraceptives","question","woman","eng",18,0
8032,38,2018,15,3,"agent",NA,NA,NA,2,"oral contraceptives","answer","woman","eng",18,0
8032,38,2018,16,1,"agent",NA,NA,NA,2,"oral contraceptives","question","woman","eng",18,0
8032,38,2018,17,59,"user",FALSE,"meaning",NA,2,"physiology","question","woman","eng",18,0
8032,38,2018,18,13,"agent",NA,NA,NA,2,"physiology","answer","woman","eng",18,0
8032,38,2018,19,1,"user",FALSE,NA,NA,2,"physiology","response","woman","eng",18,0
8032,38,2018,20,3,"agent",NA,NA,NA,2,"physiology","bye","woman","eng",18,0
8032,38,2018,21,2,"user",TRUE,"meaning",NA,2,"contraception","question","woman","eng",18,0
8032,38,2018,22,11,"agent",NA,NA,NA,2,"contraception","answer","woman","eng",18,0
8032,38,2018,23,0,"agent",NA,NA,NA,2,"contraception","answer","woman","eng",18,0
8032,38,2018,24,1,"agent",NA,NA,NA,2,"contraception","answer","woman","eng",18,0
8032,38,2018,25,11,"user",FALSE,"meaning",NA,2,"diaphragm","question","woman","eng",18,0
8032,38,2018,26,158,"agent",NA,NA,NA,2,"diaphragm","answer","woman","eng",18,0
8032,38,2018,27,0,"agent",NA,NA,NA,2,"diaphragm","question","woman","eng",18,0
8032,39,2018,28,5735,"user",TRUE,"causes",NA,3,"emergency contraception","question","woman","eng",18,0
8032,39,2018,29,3,"agent",NA,NA,NA,3,"emergency contraception","answer","woman","eng",18,0
8032,39,2018,30,0,"agent",NA,NA,NA,3,"emergency contraception","question","woman","eng",18,0
8032,39,2018,31,1,"user",FALSE,NA,NA,3,"emergency contraception","response","woman","eng",18,0
8032,39,2018,32,1,"user",FALSE,NA,NA,3,"emergency contraception","response","woman","eng",18,0
8032,39,2018,33,4,"agent",NA,NA,NA,3,"emergency contraception","answer","woman","eng",18,0
8032,39,2018,34,3,"user",FALSE,"meaning",NA,3,"female condoms","question","woman","eng",18,0
8032,39,2018,35,3,"agent",NA,NA,NA,3,"female condoms","answer","woman","eng",18,0
8032,39,2018,36,0,"agent",NA,NA,NA,3,"female condoms","question","woman","eng",18,0
8032,39,2018,37,31,"user",FALSE,NA,NA,3,"female condoms","response","woman","eng",18,0
8032,39,2018,38,57,"agent",NA,NA,NA,3,"female condoms","answer","woman","eng",18,0
8032,50,2018,39,114712,"user",TRUE,"causes",NA,4,"unsafe days","question","woman","eng",18,0
8032,51,2018,40,2704,"agent",NA,NA,NA,4,"unsafe days","answer, question","woman","eng",18,0
8224,41,2018,1,NA,"user",TRUE,"causes",NA,1,"safe sex","question","woman","eng",21,0
8224,41,2018,2,1157,"user",FALSE,NA,NA,1,"implants","nothing","woman","eng",21,0
8224,41,2018,3,19,"user",FALSE,"advice",NA,1,"implants","question","woman","eng",21,0
8224,41,2018,4,196,"agent",NA,NA,NA,1,"implants","question","woman","eng",21,0
8224,50,2018,5,89669,"user",TRUE,"causes",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,6,0,"user",FALSE,NA,NA,1,"implants","thanks","woman","eng",21,0
8224,50,2018,7,3,"user",FALSE,NA,NA,1,"implants","thanks","woman","eng",21,0
8224,50,2018,8,722,"user",FALSE,"causes",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,9,77,"user",FALSE,NA,NA,1,"implants","nothing","woman","eng",21,0
8224,50,2018,10,1,"user",FALSE,"causes",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,11,48,"agent",NA,NA,NA,1,"implants","answer, question","woman","eng",21,0
8224,50,2018,12,2,"user",FALSE,"symptoms",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,13,7,"user",FALSE,"advice",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,14,60,"agent",NA,NA,NA,1,"implants","answer, question","woman","eng",21,0
8224,50,2018,15,33,"user",TRUE,"symptoms",NA,1,"implants","question","woman","eng",21,0
8224,50,2018,16,174,"agent",NA,NA,NA,1,"implants","answer, question","woman","eng",21,0
8224,50,2018,17,1,"user",FALSE,NA,NA,1,"implants","response","woman","eng",21,0
8224,50,2018,18,69,"agent",NA,NA,NA,1,"implants","bye","woman","eng",21,0
8224,50,2018,19,1552,"user",TRUE,"advice",NA,2,"HIV","question","woman","eng",21,0
8224,51,2018,20,3863,"agent",NA,NA,NA,2,"HIV","answer","woman","eng",21,0
8224,51,2018,21,21,"user",FALSE,"causes",NA,2,"HIV","question","woman","eng",21,0
8224,51,2018,22,59,"user",FALSE,NA,NA,2,"HIV","nothing","woman","eng",21,0
8224,51,2018,23,9,"agent",NA,NA,NA,2,"HIV","answer","woman","eng",21,0
8224,51,2018,24,1,"agent",NA,NA,NA,2,"HIV","answer, question","woman","eng",21,0
8257,37,2018,1,NA,"user",TRUE,"causes",NA,1,"unsafe days","question","man","eng",19,0
8257,37,2018,2,17,"agent",NA,NA,NA,1,"unsafe days","answer, question","man","eng",19,0
8257,37,2018,3,2,"user",FALSE,NA,NA,1,"unsafe days","response","man","eng",19,0
8257,37,2018,4,3,"agent",NA,NA,NA,1,"unsafe days","question","man","eng",19,0
8257,37,2018,5,5,"user",FALSE,"causes",NA,1,"pregnancy","question","man","eng",19,0
8257,37,2018,6,124,"agent",NA,NA,NA,1,"pregnancy","answer, question","man","eng",19,0
8257,37,2018,7,2,"user",FALSE,NA,NA,1,"pregnancy","response","man","eng",19,0
8257,37,2018,8,36,"agent",NA,NA,NA,1,"pregnancy","question","man","eng",19,0
8257,37,2018,9,9,"user",FALSE,"advice",NA,1,"relationships","question","man","eng",19,0
8257,37,2018,10,23,"agent",NA,NA,NA,1,"relationships","answer, question","man","eng",19,0
8257,37,2018,11,10,"user",FALSE,NA,NA,1,"relationships","thanks","man","eng",19,0
8257,37,2018,12,16,"user",FALSE,NA,NA,1,"relationships","response","man","eng",19,0
8257,37,2018,13,272,"user",FALSE,"advice",NA,1,"arousal","question","man","eng",19,0
8257,37,2018,14,912,"agent",NA,NA,NA,1,"arousal","answer, question","man","eng",19,0
8333,12,2018,1,NA,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,2,2,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,3,2,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,4,10,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,5,4,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,6,688,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,7,33,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,8,2,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,9,3,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,10,7,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,11,36,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,12,16,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,13,47,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,14,1,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,15,0,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,16,6,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,17,4,"user",NA,"access",NA,1,"service","question","woman","eng",25,0
8333,12,2018,18,1,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,19,5,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,20,1,"user",NA,NA,NA,1,"service","nothing","woman","eng",25,0
8333,12,2018,21,4,"agent",NA,NA,NA,1,"service","question","woman","eng",25,0
8333,12,2018,22,0,"agent",NA,NA,NA,1,"service","answer","woman","eng",25,0
8333,12,2018,23,1,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,24,0,"agent",NA,NA,NA,1,"service","question","woman","eng",25,0
8333,12,2018,25,3,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,26,1,"agent",NA,NA,NA,1,"service","question","woman","eng",25,0
8333,12,2018,27,0,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,28,1,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,29,1,"agent",NA,NA,NA,1,"service","question","woman","eng",25,0
8333,12,2018,30,0,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,31,1,"agent",NA,NA,NA,1,"service","question","woman","eng",25,0
8333,12,2018,32,0,"user",NA,NA,NA,1,"service","response","woman","eng",25,0
8333,12,2018,33,1,"agent",NA,NA,NA,1,"service","answer","woman","eng",25,0
8333,12,2018,34,0,"agent",NA,NA,NA,1,"service","bye","woman","eng",25,0
8333,13,2018,35,5951,"user",NA,NA,NA,2,"service","nothing","woman","eng",25,0
8333,13,2018,36,49,"user",NA,NA,NA,2,"service","nothing","woman","eng",25,0
8333,13,2018,37,1,"user",NA,NA,NA,2,"service","nothing","woman","eng",25,0
8333,13,2018,38,0,"user",NA,NA,NA,2,"service","nothing","woman","eng",25,0
8333,13,2018,39,1121,"agent",NA,NA,NA,2,"implants","question","woman","eng",25,0
8333,13,2018,40,2,"user",NA,"meaning",NA,2,"implants","question","woman","eng",25,0
8333,13,2018,41,306,"agent",NA,NA,NA,2,"implants","question","woman","eng",25,0
8333,13,2018,42,1,"user",NA,"meaning",NA,2,"implants","question","woman","eng",25,0
8333,13,2018,43,3054,"agent",NA,NA,NA,2,"implants","answer","woman","eng",25,0
8333,13,2018,44,0,"agent",NA,NA,NA,2,"implants","answer","woman","eng",25,0
8333,13,2018,45,151,"user",NA,NA,NA,2,"implants","nothing","woman","eng",25,0
8482,3,2019,1,NA,"user",TRUE,"causes",NA,1,"emergency contraception","question","woman","eng",23,0
8482,3,2019,2,189,"user",FALSE,NA,NA,1,"emergency contraception","nothing","woman","eng",23,0
8482,3,2019,3,762,"agent",NA,NA,NA,1,"emergency contraception","answer, question","woman","eng",23,0
8482,3,2019,4,33,"user",FALSE,NA,NA,1,"emergency contraception","response","woman","eng",23,0
8482,3,2019,5,7,"user",FALSE,NA,NA,1,"pregnancy","response","woman","eng",23,0
8482,3,2019,6,8,"agent",NA,NA,NA,1,"pregnancy","answer, question","woman","eng",23,0
8482,3,2019,7,548,"user",FALSE,"causes",NA,1,"unsafe days","question","woman","eng",23,0
8482,3,2019,8,810,"agent",NA,NA,NA,1,"unsafe days","answer","woman","eng",23,0
8482,3,2019,9,1,"agent",NA,NA,NA,1,"unsafe days","answer, question","woman","eng",23,0
8482,3,2019,10,7,"user",FALSE,NA,NA,1,"unsafe days","response","woman","eng",23,0
8482,3,2019,11,30,"agent",NA,NA,NA,1,"unsafe days","question","woman","eng",23,0
8482,3,2019,12,161,"user",FALSE,"advice",NA,1,"pregnancy","question","woman","eng",23,0
8482,3,2019,13,16,"agent",NA,NA,NA,1,"pregnancy","answer, question","woman","eng",23,0
8482,3,2019,14,2,"user",FALSE,NA,NA,1,"pregnancy","response","woman","eng",23,0
8482,3,2019,15,74,"agent",NA,NA,NA,1,"pregnancy","bye","woman","eng",23,0
8482,3,2019,16,6,"user",FALSE,"advice",NA,1,"pregnancy","question","woman","eng",23,0
8482,3,2019,17,4,"agent",NA,NA,NA,1,"pregnancy","answer, question","woman","eng",23,0
8482,3,2019,18,2,"user",FALSE,NA,NA,1,"pregnancy","nothing","woman","eng",23,0
8482,3,2019,19,5,"agent",NA,NA,NA,1,"pregnancy","question","woman","eng",23,0
8482,3,2019,20,144,"user",FALSE,"advice",NA,1,"pregnancy","question","woman","eng",23,0
8482,3,2019,21,28,"agent",NA,NA,NA,1,"pregnancy","answer, question","woman","eng",23,0
8482,3,2019,22,1246,"user",TRUE,"causes",NA,1,"pregnancy","question","woman","eng",23,0
8482,3,2019,23,1,"agent",NA,NA,NA,1,"pregnancy","answer","woman","eng",23,0
8482,3,2019,24,3,"user",FALSE,"access",NA,1,"sexual violence","question","woman","eng",23,0
8482,3,2019,25,2,"agent",NA,NA,NA,1,"sexual violence","question","woman","eng",23,0
8482,3,2019,26,3,"user",FALSE,NA,NA,1,"sexual violence","response","woman","eng",23,0
8482,3,2019,27,7,"agent",NA,NA,NA,1,"sexual violence","question","woman","eng",23,0
8482,3,2019,28,3,"user",FALSE,NA,NA,1,"sexual violence","response","woman","eng",23,0
8482,3,2019,29,2,"agent",NA,NA,NA,1,"sexual violence","answer, question","woman","eng",23,0
8482,3,2019,30,1,"user",FALSE,NA,NA,1,"sexual violence","response","woman","eng",23,0
8482,3,2019,31,16,"agent",NA,NA,NA,1,"sexual violence","bye","woman","eng",23,0
8482,3,2019,32,22,"user",TRUE,NA,NA,1,"sexual violence","response","woman","eng",23,0
8482,4,2019,33,14003,"user",TRUE,NA,NA,2,"abortion","thanks","woman","eng",23,0
8482,4,2019,34,34,"user",FALSE,"access",NA,2,"abortion","question","woman","eng",23,0
8482,5,2019,35,1626,"agent",NA,NA,NA,2,"abortion","answer","woman","eng",23,0
8482,5,2019,36,78,"user",FALSE,NA,NA,2,"abortion","response","woman","eng",23,0
8482,5,2019,37,61,"agent",NA,NA,NA,2,"abortion","answer","woman","eng",23,0
8846,3,2019,1,NA,"user",TRUE,"causes",NA,1,"abdominal pain","question","man","eng",34,0
8846,3,2019,2,12,"agent",NA,NA,NA,1,"abdominal pain","answer","man","eng",34,0
8846,3,2019,3,0,"agent",NA,NA,NA,1,"abdominal pain","question","man","eng",34,0
8846,3,2019,4,2,"agent",NA,NA,NA,1,"abdominal pain","answer, question","man","eng",34,0
8846,3,2019,7,0,"user",FALSE,"meaning",NA,1,"STI","question","man","eng",34,0
8846,3,2019,8,1,"user",FALSE,"advice",NA,1,"STI","question","man","eng",34,0
8846,3,2019,9,7,"agent",NA,NA,NA,1,"STI","answer","man","eng",34,0
8846,3,2019,10,0,"agent",NA,NA,NA,1,"STI","question","man","eng",34,0
8846,3,2019,11,8,"user",FALSE,"advice",NA,1,"sex during pregnancy","question","man","eng",34,0
8846,3,2019,12,17,"agent",NA,NA,NA,1,"sex during pregnancy","answer","man","eng",34,0
8846,3,2019,13,0,"agent",NA,NA,NA,1,"sex during pregnancy","question","man","eng",34,0
8846,3,2019,14,1322,"user",TRUE,"causes",NA,2,"ejaculation","question","man","eng",34,0
8846,3,2019,15,2,"user",FALSE,NA,NA,2,"arousal","answer","man","eng",34,0
8846,3,2019,16,9,"agent",NA,NA,NA,2,"ejaculation","answer, question","man","eng",34,0
8846,3,2019,17,2,"agent",NA,NA,NA,2,"arousal","answer, question","man","eng",34,0
8846,3,2019,18,1,"user",FALSE,"advice",NA,2,"ejaculation","question","man","eng",34,0
8846,3,2019,19,4,"user",FALSE,"causes",NA,2,"side effects","question","man","eng",34,0
8846,3,2019,20,67,"user",FALSE,"causes",NA,2,"ejaculation","question","man","eng",34,0
8846,3,2019,21,1,"agent",NA,NA,NA,2,"ejaculation","answer, question","man","eng",34,0
8846,3,2019,22,2,"user",FALSE,"causes",NA,2,"libido","question","man","eng",34,0
8846,3,2019,23,4,"agent",NA,NA,NA,2,"libido","answer, question","man","eng",34,0
8846,3,2019,24,2,"user",FALSE,NA,NA,2,"libido","response","man","eng",34,0
8846,3,2019,25,1,"user",FALSE,"advice",NA,2,"pregnancy","question","man","eng",34,0
8846,3,2019,26,9,"agent",NA,NA,NA,2,"pregnancy","answer, question","man","eng",34,0
8846,3,2019,27,7,"user",FALSE,"advice",NA,2,"pregnancy","question","man","eng",34,0
8846,3,2019,28,5,"user",FALSE,"causes",NA,2,"side effects","question","man","eng",34,0
8846,3,2019,29,5,"agent",NA,NA,NA,2,"side effects","answer","man","eng",34,0
8846,3,2019,30,1670,"user",TRUE,"causes","yes",3,"HIV","question","man","eng",34,0
8846,3,2019,31,822,"agent",NA,NA,NA,3,"HIV","answer, question","man","eng",34,0
8846,3,2019,32,1358,"user",TRUE,"causes",NA,3,"HIV","question","man","eng",34,0
8846,4,2019,33,2974,"agent",NA,NA,NA,3,"HIV","answer, question","man","eng",34,0
8846,4,2019,34,11,"user",FALSE,NA,NA,3,"HIV","response","man","eng",34,0
8846,4,2019,35,2,"agent",NA,NA,NA,3,"HIV","bye","man","eng",34,0
8846,4,2019,36,6,"user",TRUE,"advice",NA,3,"contraception","question","man","eng",34,0
8846,4,2019,37,1,"agent",NA,NA,NA,3,"contraception","answer, question","man","eng",34,0
8846,4,2019,38,1,"user",FALSE,"meaning",NA,3,"vasectomy","question","man","eng",34,0
8846,4,2019,39,5,"agent",NA,NA,NA,3,"vasectomy","answer, question","man","eng",34,0
8846,4,2019,40,6,"user",FALSE,"causes",NA,3,"sex frequency","question","man","eng",34,0
8846,4,2019,41,2,"agent",NA,NA,NA,3,"sex frequency","answer, question","man","eng",34,0
8846,4,2019,42,3176,"user",TRUE,NA,NA,4,"menstruation","nothing","man","eng",34,0
8846,4,2019,43,2,"user",FALSE,"advice",NA,4,"menstruation","question","man","eng",34,0
8846,4,2019,44,2,"agent",NA,NA,NA,4,"menstruation","answer, question","man","eng",34,0
8846,4,2019,45,3,"user",FALSE,"causes",NA,4,"pregnancy","question","man","eng",34,0
8846,4,2019,46,5,"agent",NA,NA,NA,4,"pregnancy","answer","man","eng",34,0
8846,4,2019,47,2,"user",FALSE,"causes",NA,4,"sex during pregnancy","question","man","eng",34,0
8846,4,2019,48,14,"agent",NA,NA,NA,4,"sex during pregnancy","answer","man","eng",34,0
9502,45,2018,1,NA,"user",TRUE,"causes",NA,1,"menstruation","question","woman","swa",17,0
9502,45,2018,2,72,"agent",NA,NA,NA,1,"menstruation","answer","woman","swa",17,0
9502,45,2018,3,0,"agent",NA,NA,NA,1,"menstruation","question","woman","swa",17,0
9502,45,2018,5,140,"agent",NA,NA,NA,1,"contraception","question","woman","swa",17,0
9502,45,2018,7,3,"user",FALSE,NA,NA,1,"contraception","response","woman","swa",17,0
9502,45,2018,8,2,"agent",NA,NA,NA,1,"contraception","answer","woman","swa",17,0
9502,45,2018,9,2,"user",FALSE,NA,NA,1,"contraception","thanks","woman","swa",17,0
9502,45,2018,10,1,"agent",NA,NA,NA,1,"contraception","bye","woman","swa",17,0
9502,45,2018,11,1,"user",TRUE,NA,NA,1,"contraception","thanks","woman","swa",17,0
9502,45,2018,12,31,"user",TRUE,"causes",NA,1,"pregnancy","question","woman","swa",17,0
9502,45,2018,13,1,"user",FALSE,"causes",NA,1,"pregnancy","question","woman","swa",17,0
